Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.,month_values,year.month
1870,4,-0.237, ,-0.181,-0.168,-0.193,0.25,1870.25
1870,5,-0.191, ,-0.181,-0.168,-0.193,0.33333333,1870.333333
1870,6,-0.203, ,-0.18,-0.168,-0.193,0.41666667,1870.416667
1870,7,-0.142, ,-0.18,-0.168,-0.193,0.5,1870.5
1870,8,-0.121, ,-0.18,-0.167,-0.193,0.58333333,1870.583333
1870,9,-0.164, ,-0.18,-0.167,-0.192,0.66666667,1870.666667
1870,10,-0.156, ,-0.18,-0.167,-0.192,0.75,1870.75
1870,11,-0.22, ,-0.18,-0.167,-0.192,0.83333333,1870.833333
1870,12,-0.22, ,-0.179,-0.167,-0.192,0.91666667,1870.916667
1871,1,-0.239, ,-0.179,-0.167,-0.192,0,1871
1871,2,-0.207, ,-0.179,-0.167,-0.191,0.08333333,1871.083333
1871,3,-0.277, ,-0.179,-0.166,-0.191,0.16666667,1871.166667
1871,4,-0.213, ,-0.179,-0.166,-0.191,0.25,1871.25
1871,5,-0.209, ,-0.178,-0.166,-0.191,0.33333333,1871.333333
1871,6,-0.194, ,-0.178,-0.166,-0.191,0.41666667,1871.416667
1871,7,-0.167, ,-0.178,-0.166,-0.19,0.5,1871.5
1871,8,-0.206, ,-0.178,-0.166,-0.19,0.58333333,1871.583333
1871,9,-0.222, ,-0.178,-0.166,-0.19,0.66666667,1871.666667
1871,10,-0.271, ,-0.178,-0.165,-0.19,0.75,1871.75
1871,11,-0.22, ,-0.177,-0.165,-0.19,0.83333333,1871.833333
1871,12,-0.15, ,-0.177,-0.165,-0.189,0.91666667,1871.916667
1872,1,-0.108, ,-0.177,-0.165,-0.189,0,1872
1872,2,-0.131, ,-0.177,-0.165,-0.189,0.08333333,1872.083333
1872,3,-0.183, ,-0.177,-0.165,-0.189,0.16666667,1872.166667
1872,4,-0.234, ,-0.177,-0.165,-0.189,0.25,1872.25
1872,5,-0.145, ,-0.176,-0.164,-0.188,0.33333333,1872.333333
1872,6,-0.136, ,-0.176,-0.164,-0.188,0.41666667,1872.416667
1872,7,-0.155, ,-0.176,-0.164,-0.188,0.5,1872.5
1872,8,-0.154, ,-0.176,-0.164,-0.188,0.58333333,1872.583333
1872,9,-0.173, ,-0.176,-0.164,-0.188,0.66666667,1872.666667
1872,10,-0.198, ,-0.176,-0.164,-0.187,0.75,1872.75
1872,11,-0.21, ,-0.175,-0.164,-0.187,0.83333333,1872.833333
1872,12,-0.19, ,-0.175,-0.163,-0.187,0.91666667,1872.916667
1873,1,-0.223, ,-0.175,-0.163,-0.187,0,1873
1873,2,-0.21, ,-0.175,-0.163,-0.187,0.08333333,1873.083333
1873,3,-0.219, ,-0.175,-0.163,-0.186,0.16666667,1873.166667
1873,4,-0.237, ,-0.175,-0.163,-0.186,0.25,1873.25
1873,5,-0.215, ,-0.174,-0.163,-0.186,0.33333333,1873.333333
1873,6,-0.206, ,-0.174,-0.162,-0.186,0.41666667,1873.416667
1873,7,-0.161, ,-0.174,-0.162,-0.186,0.5,1873.5
1873,8,-0.167, ,-0.174,-0.162,-0.186,0.58333333,1873.583333
1873,9,-0.262, ,-0.174,-0.162,-0.185,0.66666667,1873.666667
1873,10,-0.21, ,-0.173,-0.162,-0.185,0.75,1873.75
1873,11,-0.208, ,-0.173,-0.162,-0.185,0.83333333,1873.833333
1873,12,-0.144, ,-0.173,-0.161,-0.185,0.91666667,1873.916667
1874,1,-0.141, ,-0.173,-0.161,-0.185,0,1874
1874,2,-0.165, ,-0.173,-0.161,-0.184,0.08333333,1874.083333
1874,3,-0.161, ,-0.173,-0.161,-0.184,0.16666667,1874.166667
1874,4,-0.17, ,-0.172,-0.161,-0.184,0.25,1874.25
1874,5,-0.121, ,-0.172,-0.161,-0.184,0.33333333,1874.333333
1874,6,-0.148, ,-0.172,-0.161,-0.184,0.41666667,1874.416667
1874,7,-0.145, ,-0.172,-0.16,-0.184,0.5,1874.5
1874,8,-0.185, ,-0.172,-0.16,-0.183,0.58333333,1874.583333
1874,9,-0.186, ,-0.172,-0.16,-0.183,0.66666667,1874.666667
1874,10,-0.159, ,-0.171,-0.16,-0.183,0.75,1874.75
1874,11,-0.152, ,-0.171,-0.16,-0.183,0.83333333,1874.833333
1874,12,-0.202, ,-0.171,-0.16,-0.183,0.91666667,1874.916667
1875,1,-0.175, ,-0.171,-0.159,-0.182,0,1875
1875,2,-0.204, ,-0.171,-0.159,-0.182,0.08333333,1875.083333
1875,3,-0.298, ,-0.171,-0.159,-0.182,0.16666667,1875.166667
1875,4,-0.213, ,-0.17,-0.159,-0.182,0.25,1875.25
1875,5,-0.179, ,-0.17,-0.159,-0.182,0.33333333,1875.333333
1875,6,-0.142, ,-0.17,-0.159,-0.182,0.41666667,1875.416667
1875,7,-0.121, ,-0.17,-0.158,-0.181,0.5,1875.5
1875,8,-0.148, ,-0.17,-0.158,-0.181,0.58333333,1875.583333
1875,9,-0.161, ,-0.17,-0.158,-0.181,0.66666667,1875.666667
1875,10,-0.165, ,-0.169,-0.158,-0.181,0.75,1875.75
1875,11,-0.156, ,-0.169,-0.158,-0.181,0.83333333,1875.833333
1875,12,-0.178, ,-0.169,-0.158,-0.181,0.91666667,1875.916667
1876,1,-0.126, ,-0.169,-0.157,-0.18,0,1876
1876,2,-0.122, ,-0.169,-0.157,-0.18,0.08333333,1876.083333
1876,3,-0.112, ,-0.168,-0.157,-0.18,0.16666667,1876.166667
1876,4,-0.164, ,-0.168,-0.157,-0.18,0.25,1876.25
1876,5,-0.145, ,-0.168,-0.157,-0.18,0.33333333,1876.333333
1876,6,-0.099, ,-0.168,-0.156,-0.179,0.41666667,1876.416667
1876,7,-0.109, ,-0.168,-0.156,-0.179,0.5,1876.5
1876,8,-0.099, ,-0.168,-0.156,-0.179,0.58333333,1876.583333
1876,9,-0.106, ,-0.167,-0.156,-0.179,0.66666667,1876.666667
1876,10,-0.122, ,-0.167,-0.156,-0.179,0.75,1876.75
1876,11,-0.118, ,-0.167,-0.156,-0.179,0.83333333,1876.833333
1876,12,-0.108, ,-0.167,-0.155,-0.178,0.91666667,1876.916667
1877,1,-0.135, ,-0.167,-0.155,-0.178,0,1877
1877,2,-0.134, ,-0.167,-0.155,-0.178,0.08333333,1877.083333
1877,3,-0.103, ,-0.166,-0.155,-0.178,0.16666667,1877.166667
1877,4,-0.152, ,-0.166,-0.155,-0.178,0.25,1877.25
1877,5,-0.148, ,-0.166,-0.155,-0.178,0.33333333,1877.333333
1877,6,-0.102, ,-0.166,-0.154,-0.177,0.41666667,1877.416667
1877,7,-0.1, ,-0.166,-0.154,-0.177,0.5,1877.5
1877,8,-0.103, ,-0.166,-0.154,-0.177,0.58333333,1877.583333
1877,9,-0.116, ,-0.165,-0.154,-0.177,0.66666667,1877.666667
1877,10,-0.143, ,-0.165,-0.154,-0.177,0.75,1877.75
1877,11,-0.094, ,-0.165,-0.153,-0.177,0.83333333,1877.833333
1877,12,-0.01, ,-0.165,-0.153,-0.177,0.91666667,1877.916667
1878,1,0.051, U,-0.165,-0.153,-0.176,0,1878
1878,2,0.009, U,-0.165,-0.153,-0.176,0.08333333,1878.083333
1878,3,-0.03, U,-0.164,-0.153,-0.176,0.16666667,1878.166667
1878,4,-0.045, U,-0.164,-0.153,-0.176,0.25,1878.25
1878,5,-0.112, U,-0.164,-0.152,-0.176,0.33333333,1878.333333
1878,6,-0.084, U,-0.164,-0.152,-0.176,0.41666667,1878.416667
1878,7,-0.157, U,-0.164,-0.152,-0.175,0.5,1878.5
1878,8,-0.13, U,-0.164,-0.152,-0.175,0.58333333,1878.583333
1878,9,-0.158, U,-0.163,-0.152,-0.175,0.66666667,1878.666667
1878,10,-0.14, U,-0.163,-0.151,-0.175,0.75,1878.75
1878,11,-0.155, U,-0.163,-0.151,-0.175,0.83333333,1878.833333
1878,12,-0.147, U,-0.163,-0.151,-0.175,0.91666667,1878.916667
1879,1,-0.23, ,-0.163,-0.151,-0.174,0,1879
1879,2,-0.21, ,-0.162,-0.151,-0.174,0.08333333,1879.083333
1879,3,-0.158, ,-0.162,-0.15,-0.174,0.16666667,1879.166667
1879,4,-0.115, ,-0.162,-0.15,-0.174,0.25,1879.25
1879,5,-0.17, ,-0.162,-0.15,-0.174,0.33333333,1879.333333
1879,6,-0.13, ,-0.162,-0.15,-0.174,0.41666667,1879.416667
1879,7,-0.155, ,-0.162,-0.15,-0.174,0.5,1879.5
1879,8,-0.13, ,-0.161,-0.149,-0.173,0.58333333,1879.583333
1879,9,-0.183, ,-0.161,-0.149,-0.173,0.66666667,1879.666667
1879,10,-0.18, ,-0.161,-0.149,-0.173,0.75,1879.75
1879,11,-0.192, ,-0.161,-0.149,-0.173,0.83333333,1879.833333
1879,12,-0.198, ,-0.161,-0.149,-0.173,0.91666667,1879.916667
1880,1,-0.23, ,-0.161,-0.148,-0.173,0,1880
1880,2,-0.223, ,-0.16,-0.148,-0.173,0.08333333,1880.083333
1880,3,-0.192, ,-0.16,-0.148,-0.172,0.16666667,1880.166667
1880,4,-0.075, ,-0.16,-0.148,-0.172,0.25,1880.25
1880,5,-0.097, ,-0.16,-0.148,-0.172,0.33333333,1880.333333
1880,6,-0.127, ,-0.16,-0.148,-0.172,0.41666667,1880.416667
1880,7,-0.091, ,-0.16,-0.147,-0.172,0.5,1880.5
1880,8,-0.13, ,-0.159,-0.147,-0.172,0.58333333,1880.583333
1880,9,-0.167, ,-0.159,-0.147,-0.171,0.66666667,1880.666667
1880,10,-0.128, ,-0.159,-0.147,-0.171,0.75,1880.75
1880,11,-0.17, ,-0.159,-0.147,-0.171,0.83333333,1880.833333
1880,12,-0.092, ,-0.159,-0.146,-0.171,0.91666667,1880.916667
