Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.,month_values,year.month
1881,1,-0.08, ,-0.159,-0.146,-0.171,0,1881
1881,2,-0.088, ,-0.158,-0.146,-0.171,0.08333333,1881.083333
1881,3,-0.146, ,-0.158,-0.146,-0.171,0.16666667,1881.166667
1881,4,-0.057, ,-0.158,-0.146,-0.17,0.25,1881.25
1881,5,-0.057, ,-0.158,-0.145,-0.17,0.33333333,1881.333333
1881,6,-0.102, ,-0.158,-0.145,-0.17,0.41666667,1881.416667
1881,7,-0.1, ,-0.157,-0.145,-0.17,0.5,1881.5
1881,8,-0.133, ,-0.157,-0.145,-0.17,0.58333333,1881.583333
1881,9,-0.149, ,-0.157,-0.144,-0.17,0.66666667,1881.666667
1881,10,-0.171, ,-0.157,-0.144,-0.17,0.75,1881.75
1881,11,-0.226, ,-0.157,-0.144,-0.169,0.83333333,1881.833333
1881,12,-0.22, ,-0.157,-0.144,-0.169,0.91666667,1881.916667
1882,1,-0.248, ,-0.156,-0.144,-0.169,0,1882
1882,2,-0.268, ,-0.156,-0.143,-0.169,0.08333333,1882.083333
1882,3,-0.161, ,-0.156,-0.143,-0.169,0.16666667,1882.166667
1882,4,-0.149, ,-0.156,-0.143,-0.169,0.25,1882.25
1882,5,-0.13, ,-0.156,-0.143,-0.169,0.33333333,1882.333333
1882,6,-0.075, ,-0.156,-0.143,-0.169,0.41666667,1882.416667
1882,7,-0.115, ,-0.155,-0.142,-0.168,0.5,1882.5
1882,8,-0.136, ,-0.155,-0.142,-0.168,0.58333333,1882.583333
1882,9,-0.155, ,-0.155,-0.142,-0.168,0.66666667,1882.666667
1882,10,-0.18, ,-0.155,-0.142,-0.168,0.75,1882.75
1882,11,-0.176, ,-0.155,-0.142,-0.168,0.83333333,1882.833333
1882,12,-0.21, ,-0.155,-0.141,-0.168,0.91666667,1882.916667
1883,1,-0.278, ,-0.154,-0.141,-0.168,0,1883
1883,2,-0.259, ,-0.154,-0.141,-0.167,0.08333333,1883.083333
1883,3,-0.125, ,-0.154,-0.141,-0.167,0.16666667,1883.166667
1883,4,-0.191, ,-0.154,-0.141,-0.167,0.25,1883.25
1883,5,-0.087, ,-0.154,-0.14,-0.167,0.33333333,1883.333333
1883,6,-0.084, ,-0.154,-0.14,-0.167,0.41666667,1883.416667
1883,7,-0.1, ,-0.153,-0.14,-0.167,0.5,1883.5
1883,8,-0.133, ,-0.153,-0.14,-0.167,0.58333333,1883.583333
1883,9,-0.122, ,-0.153,-0.139,-0.167,0.66666667,1883.666667
1883,10,-0.113, ,-0.153,-0.139,-0.166,0.75,1883.75
1883,11,-0.176, ,-0.153,-0.139,-0.166,0.83333333,1883.833333
1883,12,-0.14, ,-0.152,-0.139,-0.166,0.91666667,1883.916667
1884,1,-0.138, ,-0.152,-0.139,-0.166,0,1884
1884,2,-0.058, ,-0.152,-0.138,-0.166,0.08333333,1884.083333
1884,3,0.037, ,-0.152,-0.138,-0.166,0.16666667,1884.166667
1884,4,0.001, ,-0.152,-0.138,-0.166,0.25,1884.25
1884,5,-0.023, ,-0.152,-0.138,-0.165,0.33333333,1884.333333
1884,6,-0.063, ,-0.151,-0.138,-0.165,0.41666667,1884.416667
1884,7,-0.087, ,-0.151,-0.137,-0.165,0.5,1884.5
1884,8,-0.118, ,-0.151,-0.137,-0.165,0.58333333,1884.583333
1884,9,-0.125, ,-0.151,-0.137,-0.165,0.66666667,1884.666667
1884,10,-0.088, ,-0.151,-0.137,-0.165,0.75,1884.75
1884,11,-0.088, ,-0.151,-0.136,-0.165,0.83333333,1884.833333
1884,12,-0.004, ,-0.15,-0.136,-0.165,0.91666667,1884.916667
1885,1,-0.099, ,-0.15,-0.136,-0.164,0,1885
1885,2,-0.18, ,-0.15,-0.136,-0.164,0.08333333,1885.083333
1885,3,-0.1, ,-0.15,-0.136,-0.164,0.16666667,1885.166667
1885,4,-0.075, ,-0.15,-0.135,-0.164,0.25,1885.25
1885,5,-0.136, ,-0.15,-0.135,-0.164,0.33333333,1885.333333
1885,6,-0.163, ,-0.149,-0.135,-0.164,0.41666667,1885.416667
1885,7,-0.148, ,-0.149,-0.135,-0.164,0.5,1885.5
1885,8,-0.124, ,-0.149,-0.135,-0.164,0.58333333,1885.583333
1885,9,-0.125, ,-0.149,-0.134,-0.163,0.66666667,1885.666667
1885,10,-0.101, ,-0.149,-0.134,-0.163,0.75,1885.75
1885,11,-0.002, ,-0.149,-0.134,-0.163,0.83333333,1885.833333
1885,12,-0.046, ,-0.148,-0.134,-0.163,0.91666667,1885.916667
1886,1,-0.022, ,-0.148,-0.133,-0.163,0,1886
1886,2,-0.055, ,-0.148,-0.133,-0.163,0.08333333,1886.083333
1886,3,-0.125, ,-0.148,-0.133,-0.163,0.16666667,1886.166667
1886,4,-0.066, ,-0.148,-0.133,-0.163,0.25,1886.25
1886,5,-0.118, ,-0.148,-0.133,-0.162,0.33333333,1886.333333
1886,6,-0.151, ,-0.147,-0.132,-0.162,0.41666667,1886.416667
1886,7,-0.191, ,-0.147,-0.132,-0.162,0.5,1886.5
1886,8,-0.176, ,-0.147,-0.132,-0.162,0.58333333,1886.583333
1886,9,-0.195, ,-0.147,-0.132,-0.162,0.66666667,1886.666667
1886,10,-0.216, ,-0.147,-0.131,-0.162,0.75,1886.75
1886,11,-0.222, ,-0.146,-0.131,-0.162,0.83333333,1886.833333
1886,12,-0.224, ,-0.146,-0.131,-0.162,0.91666667,1886.916667
1887,1,-0.269, ,-0.146,-0.131,-0.161,0,1887
1887,2,-0.186, ,-0.146,-0.131,-0.161,0.08333333,1887.083333
1887,3,-0.204, ,-0.146,-0.13,-0.161,0.16666667,1887.166667
1887,4,-0.155, ,-0.146,-0.13,-0.161,0.25,1887.25
1887,5,-0.139, ,-0.145,-0.13,-0.161,0.33333333,1887.333333
1887,6,-0.108, ,-0.145,-0.13,-0.161,0.41666667,1887.416667
1887,7,-0.148, ,-0.145,-0.129,-0.161,0.5,1887.5
1887,8,-0.16, ,-0.145,-0.129,-0.161,0.58333333,1887.583333
1887,9,-0.161, ,-0.145,-0.129,-0.161,0.66666667,1887.666667
1887,10,-0.171, ,-0.145,-0.129,-0.16,0.75,1887.75
1887,11,-0.194, ,-0.144,-0.129,-0.16,0.83333333,1887.833333
1887,12,-0.22, ,-0.144,-0.128,-0.16,0.91666667,1887.916667
1888,1,-0.272, ,-0.144,-0.128,-0.16,0,1888
1888,2,-0.223, ,-0.144,-0.128,-0.16,0.08333333,1888.083333
1888,3,-0.192, ,-0.144,-0.128,-0.16,0.16666667,1888.166667
1888,4,-0.164, ,-0.144,-0.127,-0.16,0.25,1888.25
1888,5,-0.203, ,-0.143,-0.127,-0.16,0.33333333,1888.333333
1888,6,-0.114, ,-0.143,-0.127,-0.159,0.41666667,1888.416667
1888,7,-0.133, ,-0.143,-0.127,-0.159,0.5,1888.5
1888,8,-0.145, ,-0.143,-0.126,-0.159,0.58333333,1888.583333
1888,9,-0.137, ,-0.143,-0.126,-0.159,0.66666667,1888.666667
1888,10,-0.146, ,-0.143,-0.126,-0.159,0.75,1888.75
1888,11,-0.092, ,-0.142,-0.126,-0.159,0.83333333,1888.833333
1888,12,-0.082, ,-0.142,-0.126,-0.159,0.91666667,1888.916667
1889,1,-0.114, ,-0.142,-0.125,-0.159,0,1889
1889,2,-0.183, ,-0.142,-0.125,-0.159,0.08333333,1889.083333
1889,3,-0.058, ,-0.142,-0.125,-0.158,0.16666667,1889.166667
1889,4,-0.1, ,-0.141,-0.125,-0.158,0.25,1889.25
1889,5,-0.127, ,-0.141,-0.124,-0.158,0.33333333,1889.333333
1889,6,-0.102, ,-0.141,-0.124,-0.158,0.41666667,1889.416667
1889,7,-0.145, ,-0.141,-0.124,-0.158,0.5,1889.5
1889,8,-0.148, ,-0.141,-0.124,-0.158,0.58333333,1889.583333
1889,9,-0.14, ,-0.141,-0.124,-0.158,0.66666667,1889.666667
1889,10,-0.107, ,-0.14,-0.123,-0.158,0.75,1889.75
1889,11,-0.106, ,-0.14,-0.123,-0.157,0.83333333,1889.833333
1889,12,-0.026, ,-0.14,-0.123,-0.157,0.91666667,1889.916667
1890,1,-0.129, ,-0.14,-0.123,-0.157,0,1890
1890,2,-0.122, ,-0.14,-0.122,-0.157,0.08333333,1890.083333
1890,3,-0.082, ,-0.14,-0.122,-0.157,0.16666667,1890.166667
1890,4,-0.106, ,-0.139,-0.122,-0.157,0.25,1890.25
1890,5,-0.023, ,-0.139,-0.122,-0.157,0.33333333,1890.333333
1890,6,-0.093, ,-0.139,-0.121,-0.157,0.41666667,1890.416667
1890,7,-0.094, ,-0.139,-0.121,-0.157,0.5,1890.5
1890,8,-0.109, ,-0.139,-0.121,-0.156,0.58333333,1890.583333
1890,9,-0.085, ,-0.139,-0.121,-0.156,0.66666667,1890.666667
1890,10,-0.116, ,-0.138,-0.121,-0.156,0.75,1890.75
1890,11,-0.11, ,-0.138,-0.12,-0.156,0.83333333,1890.833333
1890,12,-0.144, ,-0.138,-0.12,-0.156,0.91666667,1890.916667
1891,1,-0.199, ,-0.138,-0.12,-0.156,0,1891
1891,2,-0.098, ,-0.138,-0.12,-0.156,0.08333333,1891.083333
1891,3,-0.179, ,-0.138,-0.119,-0.156,0.16666667,1891.166667
1891,4,-0.176, ,-0.137,-0.119,-0.156,0.25,1891.25
1891,5,-0.1, ,-0.137,-0.119,-0.155,0.33333333,1891.333333
1891,6,-0.16, ,-0.137,-0.119,-0.155,0.41666667,1891.416667
1891,7,-0.124, ,-0.137,-0.118,-0.155,0.5,1891.5
1891,8,-0.136, ,-0.137,-0.118,-0.155,0.58333333,1891.583333
1891,9,-0.152, ,-0.136,-0.118,-0.155,0.66666667,1891.666667
1891,10,-0.189, ,-0.136,-0.118,-0.155,0.75,1891.75
1891,11,-0.186, ,-0.136,-0.118,-0.155,0.83333333,1891.833333
1891,12,-0.278, ,-0.136,-0.117,-0.155,0.91666667,1891.916667
1892,1,-0.239, ,-0.136,-0.117,-0.155,0,1892
1892,2,-0.174, ,-0.136,-0.117,-0.154,0.08333333,1892.083333
1892,3,-0.179, ,-0.135,-0.117,-0.154,0.16666667,1892.166667
1892,4,-0.249, ,-0.135,-0.116,-0.154,0.25,1892.25
1892,5,-0.167, ,-0.135,-0.116,-0.154,0.33333333,1892.333333
1892,6,-0.178, ,-0.135,-0.116,-0.154,0.41666667,1892.416667
1892,7,-0.188, ,-0.135,-0.116,-0.154,0.5,1892.5
1892,8,-0.179, ,-0.135,-0.115,-0.154,0.58333333,1892.583333
1892,9,-0.253, ,-0.134,-0.115,-0.154,0.66666667,1892.666667
1892,10,-0.22, ,-0.134,-0.115,-0.154,0.75,1892.75
1892,11,-0.216, ,-0.134,-0.115,-0.153,0.83333333,1892.833333
1892,12,-0.138, ,-0.134,-0.114,-0.153,0.91666667,1892.916667
1893,1,-0.163, ,-0.134,-0.114,-0.153,0,1893
1893,2,-0.186, ,-0.134,-0.114,-0.153,0.08333333,1893.083333
1893,3,-0.119, ,-0.133,-0.114,-0.153,0.16666667,1893.166667
1893,4,-0.161, ,-0.133,-0.114,-0.153,0.25,1893.25
1893,5,-0.127, ,-0.133,-0.113,-0.153,0.33333333,1893.333333
1893,6,-0.185, ,-0.133,-0.113,-0.153,0.41666667,1893.416667
1893,7,-0.173, ,-0.133,-0.113,-0.153,0.5,1893.5
1893,8,-0.154, ,-0.133,-0.113,-0.152,0.58333333,1893.583333
1893,9,-0.17, ,-0.132,-0.112,-0.152,0.66666667,1893.666667
1893,10,-0.195, ,-0.132,-0.112,-0.152,0.75,1893.75
1893,11,-0.186, ,-0.132,-0.112,-0.152,0.83333333,1893.833333
1893,12,-0.202, ,-0.132,-0.112,-0.152,0.91666667,1893.916667
1894,1,-0.217, ,-0.132,-0.111,-0.152,0,1894
1894,2,-0.219, ,-0.132,-0.111,-0.152,0.08333333,1894.083333
1894,3,-0.219, ,-0.131,-0.111,-0.152,0.16666667,1894.166667
1894,4,-0.17, ,-0.131,-0.111,-0.152,0.25,1894.25
1894,5,-0.091, ,-0.131,-0.111,-0.151,0.33333333,1894.333333
1894,6,-0.154, ,-0.131,-0.11,-0.151,0.41666667,1894.416667
1894,7,-0.179, ,-0.131,-0.11,-0.151,0.5,1894.5
1894,8,-0.203, ,-0.13,-0.11,-0.151,0.58333333,1894.583333
1894,9,-0.176, ,-0.13,-0.11,-0.151,0.66666667,1894.666667
1894,10,-0.198, ,-0.13,-0.109,-0.151,0.75,1894.75
1894,11,-0.194, ,-0.13,-0.109,-0.151,0.83333333,1894.833333
1894,12,-0.11, ,-0.13,-0.109,-0.151,0.91666667,1894.916667
1895,1,-0.01, ,-0.13,-0.109,-0.151,0,1895
1895,2,-0.101, ,-0.129,-0.108,-0.15,0.08333333,1895.083333
1895,3,-0.155, ,-0.129,-0.108,-0.15,0.16666667,1895.166667
1895,4,-0.143, ,-0.129,-0.108,-0.15,0.25,1895.25
1895,5,-0.103, ,-0.129,-0.108,-0.15,0.33333333,1895.333333
1895,6,-0.102, ,-0.129,-0.107,-0.15,0.41666667,1895.416667
1895,7,-0.084, ,-0.129,-0.107,-0.15,0.5,1895.5
1895,8,-0.112, ,-0.128,-0.107,-0.15,0.58333333,1895.583333
1895,9,-0.167, ,-0.128,-0.107,-0.15,0.66666667,1895.666667
1895,10,-0.128, ,-0.128,-0.106,-0.15,0.75,1895.75
1895,11,-0.112, ,-0.128,-0.106,-0.15,0.83333333,1895.833333
1895,12,-0.208, ,-0.128,-0.106,-0.149,0.91666667,1895.916667
1896,1,-0.105, ,-0.128,-0.106,-0.149,0,1896
1896,2,-0.18, ,-0.127,-0.106,-0.149,0.08333333,1896.083333
1896,3,-0.143, ,-0.127,-0.105,-0.149,0.16666667,1896.166667
1896,4,-0.124, ,-0.127,-0.105,-0.149,0.25,1896.25
1896,5,-0.136, ,-0.127,-0.105,-0.149,0.33333333,1896.333333
1896,6,-0.093, ,-0.127,-0.105,-0.149,0.41666667,1896.416667
1896,7,-0.097, ,-0.127,-0.104,-0.149,0.5,1896.5
1896,8,-0.133, ,-0.126,-0.104,-0.149,0.58333333,1896.583333
1896,9,-0.116, ,-0.126,-0.104,-0.148,0.66666667,1896.666667
1896,10,-0.125, ,-0.126,-0.104,-0.148,0.75,1896.75
1896,11,-0.138, ,-0.126,-0.103,-0.148,0.83333333,1896.833333
1896,12,-0.092, ,-0.126,-0.103,-0.148,0.91666667,1896.916667
1897,1,-0.065, ,-0.125,-0.103,-0.148,0,1897
1897,2,-0.14, ,-0.125,-0.103,-0.148,0.08333333,1897.083333
1897,3,-0.14, ,-0.125,-0.102,-0.148,0.16666667,1897.166667
1897,4,-0.179, ,-0.125,-0.102,-0.148,0.25,1897.25
1897,5,-0.13, ,-0.125,-0.102,-0.148,0.33333333,1897.333333
1897,6,-0.145, ,-0.125,-0.102,-0.148,0.41666667,1897.416667
1897,7,-0.155, ,-0.124,-0.101,-0.147,0.5,1897.5
1897,8,-0.179, U,-0.195,-0.182,-0.207,0.58333333,1897.583333
1897,9,-0.21, ,-0.194,-0.181,-0.207,0.66666667,1897.666667
1897,10,-0.21, ,-0.194,-0.181,-0.207,0.75,1897.75
1897,11,-0.244, ,-0.194,-0.181,-0.207,0.83333333,1897.833333
1897,12,-0.29, ,-0.194,-0.181,-0.207,0.91666667,1897.916667
1898,1,-0.284, ,-0.194,-0.181,-0.207,0,1898
1898,2,-0.262, ,-0.194,-0.181,-0.206,0.08333333,1898.083333
1898,3,-0.28, ,-0.193,-0.181,-0.206,0.16666667,1898.166667
1898,4,-0.246, ,-0.193,-0.18,-0.206,0.25,1898.25
1898,5,-0.225, ,-0.193,-0.18,-0.206,0.33333333,1898.333333
1898,6,-0.209, ,-0.193,-0.18,-0.206,0.41666667,1898.416667
1898,7,-0.237, ,-0.193,-0.18,-0.205,0.5,1898.5
1898,8,-0.197, ,-0.193,-0.18,-0.205,0.58333333,1898.583333
1898,9,-0.228, ,-0.192,-0.18,-0.205,0.66666667,1898.666667
1898,10,-0.256, ,-0.192,-0.18,-0.205,0.75,1898.75
1898,11,-0.244, ,-0.192,-0.179,-0.205,0.83333333,1898.833333
1898,12,-0.262, ,-0.192,-0.179,-0.205,0.91666667,1898.916667
1899,1,-0.245, ,-0.192,-0.179,-0.204,0,1899
1899,2,-0.326, ,-0.192,-0.179,-0.204,0.08333333,1899.083333
1899,3,-0.247, ,-0.191,-0.179,-0.204,0.16666667,1899.166667
1899,4,-0.188, ,-0.191,-0.179,-0.204,0.25,1899.25
1899,5,-0.222, ,-0.191,-0.179,-0.204,0.33333333,1899.333333
1899,6,-0.169, ,-0.191,-0.178,-0.204,0.41666667,1899.416667
1899,7,-0.17, ,-0.191,-0.178,-0.203,0.5,1899.5
1899,8,-0.215, ,-0.191,-0.178,-0.203,0.58333333,1899.583333
1899,9,-0.207, ,-0.191,-0.178,-0.203,0.66666667,1899.666667
1899,10,-0.149, ,-0.19,-0.178,-0.203,0.75,1899.75
1899,11,-0.11, ,-0.19,-0.178,-0.203,0.83333333,1899.833333
1899,12,-0.144, ,-0.19,-0.178,-0.203,0.91666667,1899.916667
1900,1,-0.144, ,-0.19,-0.177,-0.202,0,1900
1900,2,-0.213, ,-0.19,-0.177,-0.202,0.08333333,1900.083333
1900,3,-0.152, ,-0.19,-0.177,-0.202,0.16666667,1900.166667
1900,4,-0.2, ,-0.189,-0.177,-0.202,0.25,1900.25
1900,5,-0.191, ,-0.189,-0.177,-0.202,0.33333333,1900.333333
1900,6,-0.169, ,-0.189,-0.177,-0.201,0.41666667,1900.416667
1900,7,-0.179, ,-0.189,-0.177,-0.201,0.5,1900.5
1900,8,-0.185, ,-0.189,-0.176,-0.201,0.58333333,1900.583333
1900,9,-0.204, ,-0.189,-0.176,-0.201,0.66666667,1900.666667
1900,10,-0.177, ,-0.188,-0.176,-0.201,0.75,1900.75
1900,11,-0.174, ,-0.188,-0.176,-0.201,0.83333333,1900.833333
1900,12,-0.192, ,-0.188,-0.176,-0.2,0.91666667,1900.916667
1901,1,-0.132, ,-0.188,-0.176,-0.2,0,1901
1901,2,-0.122, ,-0.188,-0.175,-0.2,0.08333333,1901.083333
1901,3,-0.179, ,-0.188,-0.175,-0.2,0.16666667,1901.166667
1901,4,-0.252, ,-0.187,-0.175,-0.2,0.25,1901.25
1901,5,-0.191, ,-0.187,-0.175,-0.2,0.33333333,1901.333333
1901,6,-0.218, ,-0.187,-0.175,-0.199,0.41666667,1901.416667
1901,7,-0.215, ,-0.187,-0.175,-0.199,0.5,1901.5
1901,8,-0.191, ,-0.187,-0.175,-0.199,0.58333333,1901.583333
1901,9,-0.198, ,-0.187,-0.174,-0.199,0.66666667,1901.666667
1901,10,-0.204, ,-0.187,-0.174,-0.199,0.75,1901.75
1901,11,-0.18, ,-0.186,-0.174,-0.199,0.83333333,1901.833333
1901,12,-0.242, ,-0.186,-0.174,-0.198,0.91666667,1901.916667
1902,1,-0.242, ,-0.186,-0.174,-0.198,0,1902
1902,2,-0.174, ,-0.186,-0.174,-0.198,0.08333333,1902.083333
1902,3,-0.179, ,-0.186,-0.174,-0.198,0.16666667,1902.166667
1902,4,-0.194, ,-0.186,-0.173,-0.198,0.25,1902.25
1902,5,-0.197, ,-0.185,-0.173,-0.198,0.33333333,1902.333333
1902,6,-0.175, ,-0.185,-0.173,-0.197,0.41666667,1902.416667
1902,7,-0.145, ,-0.185,-0.173,-0.197,0.5,1902.5
1902,8,-0.145, ,-0.185,-0.173,-0.197,0.58333333,1902.583333
1902,9,-0.131, ,-0.185,-0.173,-0.197,0.66666667,1902.666667
1902,10,-0.104, ,-0.185,-0.173,-0.197,0.75,1902.75
1902,11,-0.112, ,-0.184,-0.172,-0.196,0.83333333,1902.833333
1902,12,-0.134, ,-0.184,-0.172,-0.196,0.91666667,1902.916667
1903,1,-0.15, ,-0.184,-0.172,-0.196,0,1903
1903,2,-0.198, ,-0.184,-0.172,-0.196,0.08333333,1903.083333
1903,3,-0.097, ,-0.184,-0.172,-0.196,0.16666667,1903.166667
1903,4,-0.161, ,-0.184,-0.172,-0.196,0.25,1903.25
1903,5,-0.188, ,-0.183,-0.172,-0.195,0.33333333,1903.333333
1903,6,-0.203, ,-0.183,-0.171,-0.195,0.41666667,1903.416667
1903,7,-0.212, ,-0.183,-0.171,-0.195,0.5,1903.5
1903,8,-0.151, ,-0.183,-0.171,-0.195,0.58333333,1903.583333
1903,9,-0.17, ,-0.183,-0.171,-0.195,0.66666667,1903.666667
1903,10,-0.168, ,-0.183,-0.171,-0.195,0.75,1903.75
1903,11,-0.186, ,-0.183,-0.171,-0.194,0.83333333,1903.833333
1903,12,-0.198, ,-0.182,-0.171,-0.194,0.91666667,1903.916667
1904,1,-0.275, ,-0.182,-0.17,-0.194,0,1904
1904,2,-0.195, ,-0.182,-0.17,-0.194,0.08333333,1904.083333
1904,3,-0.088, ,-0.182,-0.17,-0.194,0.16666667,1904.166667
1904,4,-0.118, ,-0.182,-0.17,-0.194,0.25,1904.25
1904,5,-0.124, ,-0.182,-0.17,-0.193,0.33333333,1904.333333
1904,6,-0.139, ,-0.181,-0.17,-0.193,0.41666667,1904.416667
1904,7,-0.148, ,-0.181,-0.169,-0.193,0.5,1904.5
1904,8,-0.148, ,-0.181,-0.169,-0.193,0.58333333,1904.583333
1904,9,-0.085, ,-0.181,-0.169,-0.193,0.66666667,1904.666667
1904,10,-0.116, ,-0.181,-0.169,-0.192,0.75,1904.75
1904,11,-0.112, ,-0.181,-0.169,-0.192,0.83333333,1904.833333
1904,12,-0.168, ,-0.18,-0.169,-0.192,0.91666667,1904.916667
1905,1,-0.129, ,-0.18,-0.169,-0.192,0,1905
1905,2,-0.034, ,-0.18,-0.168,-0.192,0.08333333,1905.083333
1905,3,-0.058, ,-0.18,-0.168,-0.192,0.16666667,1905.166667
1905,4,-0.091, ,-0.18,-0.168,-0.191,0.25,1905.25
1905,5,-0.142, ,-0.18,-0.168,-0.191,0.33333333,1905.333333
1905,6,-0.194, ,-0.179,-0.168,-0.191,0.41666667,1905.416667
1905,7,-0.164, ,-0.179,-0.168,-0.191,0.5,1905.5
1905,8,-0.17, ,-0.179,-0.168,-0.191,0.58333333,1905.583333
1905,9,-0.18, ,-0.179,-0.167,-0.191,0.66666667,1905.666667
1905,10,-0.168, ,-0.179,-0.167,-0.19,0.75,1905.75
1905,11,-0.106, ,-0.179,-0.167,-0.19,0.83333333,1905.833333
1905,12,-0.208, ,-0.179,-0.167,-0.19,0.91666667,1905.916667
1906,1,-0.156, ,-0.178,-0.167,-0.19,0,1906
1906,2,-0.098, ,-0.178,-0.167,-0.19,0.08333333,1906.083333
1906,3,-0.042, ,-0.178,-0.167,-0.19,0.16666667,1906.166667
1906,4,-0.118, ,-0.178,-0.166,-0.189,0.25,1906.25
1906,5,-0.161, ,-0.178,-0.166,-0.189,0.33333333,1906.333333
1906,6,-0.175, ,-0.178,-0.166,-0.189,0.41666667,1906.416667
1906,7,-0.155, ,-0.177,-0.166,-0.189,0.5,1906.5
1906,8,-0.127, ,-0.177,-0.166,-0.189,0.58333333,1906.583333
1906,9,-0.192, ,-0.177,-0.166,-0.188,0.66666667,1906.666667
1906,10,-0.226, ,-0.177,-0.166,-0.188,0.75,1906.75
1906,11,-0.252, ,-0.177,-0.165,-0.188,0.83333333,1906.833333
1906,12,-0.18, ,-0.177,-0.165,-0.188,0.91666667,1906.916667
1907,1,-0.126, ,-0.176,-0.165,-0.188,0,1907
1907,2,-0.146, ,-0.176,-0.165,-0.188,0.08333333,1907.083333
1907,3,-0.027, ,-0.176,-0.165,-0.187,0.16666667,1907.166667
1907,4,-0.082, ,-0.176,-0.165,-0.187,0.25,1907.25
1907,5,-0.136, ,-0.176,-0.165,-0.187,0.33333333,1907.333333
1907,6,-0.133, ,-0.176,-0.164,-0.187,0.41666667,1907.416667
1907,7,-0.133, ,-0.175,-0.164,-0.187,0.5,1907.5
1907,8,-0.121, ,-0.175,-0.164,-0.187,0.58333333,1907.583333
1907,9,-0.164, ,-0.175,-0.164,-0.186,0.66666667,1907.666667
1907,10,-0.131, ,-0.175,-0.164,-0.186,0.75,1907.75
1907,11,-0.202, ,-0.175,-0.164,-0.186,0.83333333,1907.833333
1907,12,-0.202, ,-0.175,-0.163,-0.186,0.91666667,1907.916667
1908,1,-0.153, ,-0.175,-0.163,-0.186,0,1908
1908,2,-0.207, ,-0.174,-0.163,-0.186,0.08333333,1908.083333
1908,3,-0.21, ,-0.174,-0.163,-0.185,0.16666667,1908.166667
1908,4,-0.179, ,-0.174,-0.163,-0.185,0.25,1908.25
1908,5,-0.249, ,-0.174,-0.163,-0.185,0.33333333,1908.333333
1908,6,-0.224, ,-0.174,-0.163,-0.185,0.41666667,1908.416667
1908,7,-0.176, ,-0.174,-0.162,-0.185,0.5,1908.5
1908,8,-0.185, ,-0.173,-0.162,-0.185,0.58333333,1908.583333
1908,9,-0.189, ,-0.173,-0.162,-0.184,0.66666667,1908.666667
1908,10,-0.22, ,-0.173,-0.162,-0.184,0.75,1908.75
1908,11,-0.214, ,-0.173,-0.162,-0.184,0.83333333,1908.833333
1908,12,-0.236, ,-0.173,-0.162,-0.184,0.91666667,1908.916667
1909,1,-0.068, ,-0.173,-0.162,-0.184,0,1909
1909,2,-0.113, ,-0.172,-0.161,-0.183,0.08333333,1909.083333
1909,3,-0.179, ,-0.172,-0.161,-0.183,0.16666667,1909.166667
1909,4,-0.182, ,-0.172,-0.161,-0.183,0.25,1909.25
1909,5,-0.188, ,-0.172,-0.161,-0.183,0.33333333,1909.333333
1909,6,-0.185, ,-0.172,-0.161,-0.183,0.41666667,1909.416667
1909,7,-0.203, ,-0.172,-0.161,-0.183,0.5,1909.5
1909,8,-0.2, ,-0.171,-0.161,-0.182,0.58333333,1909.583333
1909,9,-0.183, ,-0.171,-0.16,-0.182,0.66666667,1909.666667
1909,10,-0.192, ,-0.171,-0.16,-0.182,0.75,1909.75
1909,11,-0.252, ,-0.171,-0.16,-0.182,0.83333333,1909.833333
1909,12,-0.138, ,-0.171,-0.16,-0.182,0.91666667,1909.916667
1910,1,-0.22, ,-0.171,-0.16,-0.182,0,1910
1910,2,-0.271, ,-0.171,-0.16,-0.181,0.08333333,1910.083333
1910,3,-0.161, ,-0.17,-0.16,-0.181,0.16666667,1910.166667
1910,4,-0.185, ,-0.17,-0.159,-0.181,0.25,1910.25
1910,5,-0.219, ,-0.17,-0.159,-0.181,0.33333333,1910.333333
1910,6,-0.212, ,-0.17,-0.159,-0.181,0.41666667,1910.416667
1910,7,-0.185, ,-0.17,-0.159,-0.181,0.5,1910.5
1910,8,-0.197, ,-0.17,-0.159,-0.18,0.58333333,1910.583333
1910,9,-0.201, ,-0.169,-0.159,-0.18,0.66666667,1910.666667
1910,10,-0.198, ,-0.169,-0.158,-0.18,0.75,1910.75
1910,11,-0.21, ,-0.169,-0.158,-0.18,0.83333333,1910.833333
1910,12,-0.23, ,-0.169,-0.158,-0.18,0.91666667,1910.916667
1911,1,-0.166, ,-0.169,-0.158,-0.18,0,1911
1911,2,-0.14, ,-0.169,-0.158,-0.179,0.08333333,1911.083333
1911,3,-0.082, ,-0.168,-0.158,-0.179,0.16666667,1911.166667
1911,4,-0.136, ,-0.168,-0.158,-0.179,0.25,1911.25
1911,5,-0.176, ,-0.168,-0.157,-0.179,0.33333333,1911.333333
1911,6,-0.148, ,-0.168,-0.157,-0.179,0.41666667,1911.416667
1911,7,-0.155, ,-0.168,-0.157,-0.178,0.5,1911.5
1911,8,-0.197, ,-0.168,-0.157,-0.178,0.58333333,1911.583333
1911,9,-0.164, ,-0.167,-0.157,-0.178,0.66666667,1911.666667
1911,10,-0.098, ,-0.167,-0.157,-0.178,0.75,1911.75
