"","2020","2050","2080","2100"
"1",0.0346781377280641,0.125747976730763,0.265104812883995,0.379988903994167
"2",0.047194134867091,0.14151975902412,0.277666156404368,0.396147229577284
"3",0.0357381675933682,0.115949615726096,0.227963512890239,0.335656417856902
"4",0.0404616915041393,0.12207029221098,0.253696974099063,0.36524420875835
"5",0.0530782556955863,0.164683205373242,0.323435289307373,0.46541070323743
"6",0.100455187553728,0.321933664785739,0.69230791724559,1.03565315324183
"7",0.0774392515755801,0.263243725817589,0.570423422297344,0.862729427623173
"8",0.124810161581292,0.389878155861582,0.842544663603362,1.26782954130037
"9",0.0923948070746244,0.297975230850768,0.637783619869723,0.958724664356918
"10",0.0564722458518276,0.195927974155924,0.418399696480167,0.617503059203834
"11",0.0551283314185813,0.190142333317281,0.405758610441705,0.602373228245913
"12",0.0673053948680015,0.214938060019485,0.458249308954439,0.678261752610768
"13",0.0597841282569322,0.204451665979379,0.437084386050023,0.651393177987118
"14",0.0282757557731669,0.151201441219309,0.352152804489426,0.533766685725804
"15",0.0551270060107044,0.195805660626274,0.421441816463788,0.627625140055157
"16",0.0697613290403515,0.201530242756654,0.404837017417154,0.587555305606335
"17",0.0562013386032372,0.181115849753642,0.371516912790344,0.544955837761926
"18",0.10425879808234,0.289809576660617,0.639734834464959,0.972542999806138
"19",0.0783517916902032,0.270088319092101,0.579275431448778,0.874797793870921
"20",0.0625930653209422,0.234847764847164,0.490771312678542,0.736695475069856
"21",0.0812264969665493,0.219823446540054,0.442797703603922,0.660989955629008
"22",-0.0266564680475759,0.0125204233352891,0.0845322372819945,0.148363800931268
"23",0.0216101563044492,0.0979861124770853,0.208034893281285,0.304213308895256
"24",0.0527255128901319,0.233762474043933,0.523364923573601,0.812299331912042
"25",0.0772473970117544,0.238113562196059,0.500104064965364,0.737958308807746
"26",0.0752483043675004,0.25911913549248,0.558836950987836,0.838937441374188
"27",0.0804548654670617,0.262709493523159,0.567875865567494,0.850354638208568
"28",0.0475910199803447,0.16315706052965,0.338809117667762,0.490388038451675
"29",0.0402455418754941,0.146298072287627,0.305940841017726,0.449562639458917
"30",0.0545829558513766,0.177460455858889,0.373009617358529,0.548524439325413
"31",0.0547408341135373,0.19833671051031,0.426051131852704,0.633228991522582
"32",0.0555795039420459,0.171039755734812,0.343235307487703,0.495577518274006
"33",0.0563904029068401,0.167996899363909,0.336727168139273,0.482762253132658
"34",0.0508392181990564,0.166934631501555,0.343116846925285,0.498089333497839
"35",0.0730197529810196,0.21864574530923,0.450468176891811,0.663386206057312
"36",0.0954959695953237,0.224019819632009,0.436291767651685,0.620804145137561
"37",0.0692697696217418,0.234785696338292,0.500950604143456,0.75030731983115
