"","2020","2050","2080","2100"
"1",0.0746781377280641,0.335747976730763,0.665104812883995,0.929988903994167
"2",0.087194134867091,0.35151975902412,0.677666156404368,0.946147229577284
"3",0.0757381675933682,0.325949615726096,0.627963512890239,0.885656417856902
"4",0.0804616915041393,0.33207029221098,0.653696974099063,0.91524420875835
"5",0.0930782556955863,0.374683205373242,0.723435289307373,1.01541070323743
"6",0.140455187553728,0.531933664785739,1.09230791724559,1.58565315324183
"7",0.11743925157558,0.473243725817589,0.970423422297344,1.41272942762317
"8",0.164810161581292,0.599878155861582,1.24254466360336,1.81782954130037
"9",0.132394807074624,0.507975230850768,1.03778361986972,1.50872466435692
"10",0.0964722458518276,0.405927974155924,0.818399696480167,1.16750305920383
"11",0.0951283314185813,0.400142333317281,0.805758610441705,1.15237322824591
"12",0.107305394868001,0.424938060019485,0.858249308954439,1.22826175261077
"13",0.0997841282569322,0.414451665979379,0.837084386050023,1.20139317798712
"14",0.0682757557731669,0.361201441219309,0.752152804489426,1.0837666857258
"15",0.0951270060107044,0.405805660626274,0.821441816463788,1.17762514005516
"16",0.109761329040352,0.411530242756654,0.804837017417154,1.13755530560633
"17",0.0962013386032372,0.391115849753642,0.771516912790344,1.09495583776193
"18",0.14425879808234,0.499809576660617,1.03973483446496,1.52254299980614
"19",0.118351791690203,0.480088319092101,0.979275431448778,1.42479779387092
"20",0.102593065320942,0.444847764847164,0.890771312678542,1.28669547506986
"21",0.121226496966549,0.429823446540054,0.842797703603922,1.21098995562901
"22",0.0133435319524241,0.222520423335289,0.484532237281995,0.698363800931268
"23",0.0616101563044492,0.307986112477085,0.608034893281285,0.854213308895256
"24",0.0927255128901319,0.443762474043933,0.923364923573601,1.36229933191204
"25",0.117247397011754,0.448113562196059,0.900104064965364,1.28795830880775
"26",0.1152483043675,0.46911913549248,0.958836950987836,1.38893744137419
"27",0.120454865467062,0.472709493523159,0.967875865567494,1.40035463820857
"28",0.0875910199803447,0.37315706052965,0.738809117667762,1.04038803845167
"29",0.0802455418754941,0.356298072287627,0.705940841017726,0.999562639458917
"30",0.0945829558513766,0.387460455858889,0.773009617358529,1.09852443932541
"31",0.0947408341135373,0.40833671051031,0.826051131852704,1.18322899152258
"32",0.095579503942046,0.381039755734812,0.743235307487704,1.04557751827401
